"Site","Year","Rosettes","Infl","TagNew","RosNew","InflNew","surv","lagsrtsz","lagforsurv","PptFall","PptWinter","PptSummer","TempFall","TempWinter","TempSummer","TransectNew","InflYesNo"
"Garden Park East",2014,4,0,"E.4.328",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.4",NA
"Garden Park East",2015,4,0,"E.4.328",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.4",NA
"Garden Park East",2016,3,0,"E.4.328",3,0,1,4,4,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.4",0
"Garden Park East",2017,4,0,"E.4.328",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"E.4",NA
"Garden Park East",2018,4,0,"E.4.328",4,0,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"E.4",0
"Garden Park East",2007,3,0,"E.4.692",3,0,1,0,0,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.4",0
"Garden Park East",2008,6,0,"E.4.692",6,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.4",0
"Garden Park East",2009,9,2,"E.4.692",9,2,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.4",1
"Garden Park East",2010,12,0,"E.4.692",12,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.4",0
"Garden Park East",2011,2,0,"E.4.692",2,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.4",0
"Garden Park East",2012,4,0,"E.4.692",4,0,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.4",0
"Garden Park East",2013,6,0,"E.4.692",6,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.4",0
"Garden Park East",2014,3,0,"E.4.692",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.4",NA
"Garden Park East",2015,3,0,"E.4.692",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.4",NA
"Garden Park East",2016,NA,NA,"E.4.692",NA,NA,0,0,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.4",NA
"Garden Park East",2005,1,0,"E.4.705",1,0,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.4",0
"Garden Park East",2006,1,0,"E.4.705",1,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.4",0
"Garden Park East",2007,4,0,"E.4.705",4,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.4",0
"Garden Park East",2008,3,0,"E.4.705",3,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.4",0
"Garden Park East",2009,2,0,"E.4.705",2,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.4",0
"Garden Park East",2010,2,0,"E.4.705",2,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.4",0
"Garden Park East",2011,2,0,"E.4.705",2,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.4",0
"Garden Park East",2012,4,0,"E.4.705",4,0,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.4",0
"Garden Park East",2013,7,0,"E.4.705",7,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.4",0
"Garden Park East",2014,1,0,"E.4.705",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.4",NA
"Garden Park East",2015,1,0,"E.4.705",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.4",NA
"Garden Park East",2016,4,0,"E.4.705",4,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.4",0
"Garden Park East",2017,1,0,"E.4.705",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"E.4",NA
"Garden Park East",2018,4,0,"E.4.705",4,0,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"E.4",0
"Garden Park East",2005,1,0,"E.4.706",1,0,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.4",0
"Garden Park East",2006,2,0,"E.4.706",3,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.4",0
"Garden Park East",2007,2,0,"E.4.706",2,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.4",0
"Garden Park East",2008,3,0,"E.4.706",3,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.4",0
"Garden Park East",2009,1,0,"E.4.706",1,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.4",0
"Garden Park East",2010,2,0,"E.4.706",11,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.4",0
"Garden Park East",2011,NA,NA,"E.4.706",NA,NA,NA,0,0,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.4",NA
"Garden Park East",2012,1,0,"E.4.706",1,0,1,2,2,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.4",0
"Garden Park East",2013,2,0,"E.4.706",2,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.4",0
"Garden Park East",2014,1,0,"E.4.706",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.4",NA
"Garden Park East",2015,1,0,"E.4.706",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.4",NA
"Garden Park East",2016,NA,NA,"E.4.706",NA,NA,NA,0,0,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.4",NA
"Garden Park East",2017,1,0,"E.4.706",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"E.4",NA
"Garden Park East",2018,NA,NA,"E.4.706",7,5,1,5,5,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"E.4",1
"Garden Park East",2005,3,0,"E.4.707",3,0,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.4",0
"Garden Park East",2006,2,0,"E.4.707",8,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.4",0
"Garden Park East",2007,6,0,"E.4.707",8,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.4",0
"Garden Park East",2008,6,0,"E.4.707",9,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.4",0
"Garden Park East",2009,4,0,"E.4.707",7,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.4",0
"Garden Park East",2010,8,0,"E.4.707",11,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.4",0
"Garden Park East",2011,3,0,"E.4.707",3,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.4",0
"Garden Park East",2012,10,4,"E.4.707",10,4,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.4",1
"Garden Park East",2013,15,0,"E.4.707",15,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.4",0
"Garden Park East",2014,3,0,"E.4.707",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.4",NA
"Garden Park East",2015,3,0,"E.4.707",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.4",NA
"Garden Park East",2016,13,0,"E.4.707",13,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.4",0
"Garden Park East",2017,3,0,"E.4.707",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"E.4",NA
"Garden Park East",2018,NA,NA,"E.4.707",NA,NA,0,0,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"E.4",NA
"Garden Park East",2011,3,0,"E.4.999",3,0,1,0,0,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.4",0
"Garden Park East",2012,4,0,"E.4.999",4,0,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.4",0
"Garden Park East",2013,12,0,"E.4.999",12,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.4",0
"Garden Park East",2014,3,0,"E.4.999",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.4",NA
"Garden Park East",2015,3,0,"E.4.999",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.4",NA
"Garden Park East",2016,10,0,"E.4.999",10,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.4",0
"Garden Park East",2017,3,0,"E.4.999",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"E.4",NA
"Garden Park East",2018,6,3,"E.4.999",6,3,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"E.4",1
"Garden Park East",2004,41,37,"E.5.141",44,37,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.5",1
"Garden Park East",2005,39,21,"E.5.141",39,21,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.5",1
"Garden Park East",2006,21,17,"E.5.141",21,17,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.5",1
"Garden Park East",2007,53,26,"E.5.141",53,26,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.5",1
"Garden Park East",2008,79,3,"E.5.141",79,3,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.5",1
"Garden Park East",2009,38,21,"E.5.141",38,21,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.5",1
"Garden Park East",2010,55,28,"E.5.141",55,28,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.5",1
"Garden Park East",2011,42,2,"E.5.141",42,2,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.5",1
"Garden Park East",2012,6,3,"E.5.141",34,23,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.5",1
"Garden Park East",2013,20,7,"E.5.141",45,10,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.5",1
"Garden Park East",2014,41,37,"E.5.141",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.5",NA
"Garden Park East",2015,41,37,"E.5.141",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.5",NA
"Garden Park East",2016,NA,NA,"E.5.141",22,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.5",0
"Garden Park East",2017,41,37,"E.5.141",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"E.5",NA
"Garden Park East",2018,NA,NA,"E.5.141",17,9,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"E.5",1
"Garden Park East",2004,38,36,"E.5.142",43,36,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.5",1
"Garden Park East",2005,74,68,"E.5.142",77,68,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.5",1
"Garden Park East",2006,43,14,"E.5.142",43,14,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.5",1
"Garden Park East",2007,72,40,"E.5.142",72,40,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.5",1
"Garden Park East",2008,95,0,"E.5.142",95,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.5",0
"Garden Park East",2009,56,10,"E.5.142",56,10,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.5",1
"Garden Park East",2010,77,3,"E.5.142",77,3,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.5",1
"Garden Park East",2011,34,0,"E.5.142",34,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.5",0
"Garden Park East",2012,42,19,"E.5.142",42,19,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.5",1
"Garden Park East",2013,37,0,"E.5.142",50,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.5",0
"Garden Park East",2014,38,36,"E.5.142",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.5",NA
"Garden Park East",2015,38,36,"E.5.142",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.5",NA
"Garden Park East",2016,NA,NA,"E.5.142",NA,NA,0,0,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.5",NA
"Garden Park East",2004,1,0,"E.5.143",2,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.5",0
"Garden Park East",2005,NA,NA,"E.5.143",1,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.5",0
"Garden Park East",2006,NA,NA,"E.5.143",1,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.5",0
"Garden Park East",2007,NA,NA,"E.5.143",NA,NA,0,0,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.5",NA
"Garden Park East",2004,1,0,"E.5.144",1,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.5",0
"Garden Park East",2005,1,0,"E.5.144",1,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.5",0
"Garden Park East",2006,1,0,"E.5.144",1,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.5",0
"Garden Park East",2007,1,0,"E.5.144",1,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.5",0
"Garden Park East",2008,NA,NA,"E.5.144",NA,NA,0,0,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.5",NA
"Garden Park East",2004,14,12,"E.5.145",14,12,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.5",1
"Garden Park East",2005,24,16,"E.5.145",24,16,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.5",1
"Garden Park East",2006,10,7,"E.5.145",10,7,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.5",1
"Garden Park East",2007,NA,NA,"E.5.145",NA,NA,0,0,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.5",NA
"Garden Park East",2004,1,0,"E.5.146",1,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.5",0
"Garden Park East",2005,1,0,"E.5.146",1,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.5",0
"Garden Park East",2006,NA,NA,"E.5.146",NA,NA,0,0,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.5",NA
"Garden Park East",2004,8,1,"E.5.147",8,1,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.5",1
"Garden Park East",2005,4,1,"E.5.147",4,1,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.5",1
"Garden Park East",2006,1,0,"E.5.147",1,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.5",0
"Garden Park East",2007,12,2,"E.5.147",12,2,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.5",1
"Garden Park East",2008,25,0,"E.5.147",25,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.5",0
"Garden Park East",2009,8,0,"E.5.147",8,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.5",0
"Garden Park East",2010,NA,NA,"E.5.147",NA,NA,0,0,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.5",NA
"Garden Park East",2004,5,2,"E.5.148",5,2,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.5",1
"Garden Park East",2005,2,0,"E.5.148",2,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.5",0
"Garden Park East",2006,NA,NA,"E.5.148",NA,NA,0,0,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.5",NA
"Garden Park East",2004,14,8,"E.5.149",14,8,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.5",1
