"","demoyr","Site","TagNo","DFN","dbh1","ht1","dbhfromDFN","DBH","surv","lags","resurveyarea","newplt","yr","Temp.Oct.Apr.","Temp.May.Sept.","Precip.Aug.July","fog","cloud","sitetag"
"1539",2003,"MSC","972",0.4,NA,26,0.320086648286726,0.320086648286726,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC972"
"1540",2004,"MSC","972",0.5,NA,33,0.370263883418668,0.370263883418668,1,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC972"
"15401",2005,"MSC","972",NA,NA,33,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC972"
"15402",2006,"MSC","972",NA,NA,33,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC972"
"15411",2007,"MSC","972",1,NA,58,0.621150059078376,0.621150059078376,1,3,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC972"
"15412",2008,"MSC","972",NA,NA,58,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC972"
"1542",2009,"MSC","972",1.4,NA,83,0.821858999606143,0.821858999606143,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC972"
"15421",2010,"MSC","972",NA,NA,83,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC972"
"1543",2011,"MSC","972",1.8,0.7,160,1.02256794013391,0.7,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC972"
"15431",2012,"MSC","972",NA,NA,160,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC972"
"1544",2013,"MSC","972",NA,1.6,250,NA,1.6,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC972"
"1545",2014,"MSC","972",NA,1.8,274,NA,1.8,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC972"
"1546",2015,"MSC","972",NA,2.3,291,NA,2.3,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"MSC972"
"1547",2016,"MSC","972",NA,2.6,NA,NA,2.6,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"MSC972"
"1548",2017,"MSC","972",NA,3.1,NA,NA,3.1,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"MSC972"
"1549",2002,"MSC","973",0.4,NA,21,0.320086648286726,0.320086648286726,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC973"
"1550",2003,"MSC","973",0.3,NA,28,0.269909413154784,0.269909413154784,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC973"
"1551",2004,"MSC","973",0.5,NA,34,0.370263883418668,0.370263883418668,1,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC973"
"15511",2005,"MSC","973",NA,NA,34,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC973"
"15512",2006,"MSC","973",NA,NA,34,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC973"
"1552",2007,"MSC","973",NA,NA,NA,NA,NA,0,3,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC973"
"1553",2002,"MSC","974",0.3,NA,16,0.269909413154784,0.269909413154784,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC974"
"1554",2003,"MSC","974",0.2,NA,19,0.219732178022843,0.219732178022843,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC974"
"1555",2004,"MSC","974",NA,NA,NA,NA,NA,0,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC974"
"1556",2002,"MSC","976",0.2,NA,14,0.219732178022843,0.219732178022843,1,0,1,1,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC976"
"1557",2003,"MSC","976",0.3,NA,17,0.269909413154784,0.269909413154784,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC976"
"1558",2004,"MSC","976",NA,NA,NA,NA,NA,0,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC976"
"1559",2002,"MSC","978",0.3,NA,20,0.269909413154784,0.269909413154784,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC978"
"1560",2003,"MSC","978",0.3,NA,24,0.269909413154784,0.269909413154784,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC978"
"1561",2004,"MSC","978",NA,NA,NA,NA,NA,0,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC978"
"1562",2002,"MSC","979",0.3,NA,14,0.269909413154784,0.269909413154784,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC979"
"1563",2003,"MSC","979",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC979"
"1564",2002,"MSC","980",0.2,NA,17,0.219732178022843,0.219732178022843,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC980"
"1565",2003,"MSC","980",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC980"
"1566",2002,"MSC","981",0.1,NA,4,0.169554942890901,0.169554942890901,1,0,1,1,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC981"
"1567",2003,"MSC","981",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC981"
"1568",2002,"MSC","982",0.4,NA,27,0.320086648286726,0.320086648286726,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC982"
"1569",2003,"MSC","982",0.5,NA,33,0.370263883418668,0.370263883418668,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC982"
"1570",2004,"MSC","982",0.5,NA,39,0.370263883418668,0.370263883418668,1,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC982"
"15701",2005,"MSC","982",NA,NA,39,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC982"
"15702",2006,"MSC","982",NA,NA,39,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC982"
"1571",2007,"MSC","982",0.7,NA,50,0.470618353682551,0.470618353682551,1,3,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC982"
"15711",2008,"MSC","982",NA,NA,50,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC982"
"1572",2009,"MSC","982",1,NA,58,0.621150059078376,0.621150059078376,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC982"
"15721",2010,"MSC","982",NA,NA,58,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC982"
"1573",2011,"MSC","982",1.6,NA,105,0.922213469870027,0.922213469870027,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC982"
"15731",2012,"MSC","982",NA,NA,105,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC982"
"1574",2013,"MSC","982",NA,1,205,NA,1,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC982"
"1575",2014,"MSC","982",NA,1.5,226,NA,1.5,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC982"
"1576",2015,"MSC","982",NA,1.6,260,NA,1.6,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"MSC982"
"1577",2016,"MSC","982",NA,2.3,294,NA,2.3,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"MSC982"
"1578",2017,"MSC","982",NA,2.6,NA,NA,2.6,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"MSC982"
"1579",2002,"MSC","983",0.2,NA,16,0.219732178022843,0.219732178022843,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC983"
"1580",2003,"MSC","983",0.2,NA,20,0.219732178022843,0.219732178022843,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC983"
"1581",2004,"MSC","983",0.3,NA,20,0.269909413154784,0.269909413154784,1,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC983"
"15811",2005,"MSC","983",NA,NA,20,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC983"
"15812",2006,"MSC","983",NA,NA,20,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC983"
"1582",2007,"MSC","983",0.6,NA,45,0.42044111855061,0.42044111855061,1,3,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC983"
"15821",2008,"MSC","983",NA,NA,45,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC983"
"1583",2009,"MSC","983",0.7,NA,56,0.470618353682551,0.470618353682551,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC983"
"15831",2010,"MSC","983",NA,NA,56,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC983"
"1584",2011,"MSC","983",1.2,NA,89,0.72150452934226,0.72150452934226,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC983"
"15841",2012,"MSC","983",NA,NA,89,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC983"
"1585",2013,"MSC","983",1.7,0.4,157,0.972390705001968,0.4,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC983"
"1586",2014,"MSC","983",0.9,NA,169,0.570972823946435,0.570972823946435,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC983"
"1587",2015,"MSC","983",2.2,1.2,193,1.22327688066168,1.2,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"MSC983"
"1588",2016,"MSC","983",NA,1.5,212,NA,1.5,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"MSC983"
"1589",2017,"MSC","983",NA,2.2,258,NA,2.2,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"MSC983"
"1590",2002,"MSC","984",0.3,NA,21,0.269909413154784,0.269909413154784,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC984"
"1591",2003,"MSC","984",0.4,NA,24,0.320086648286726,0.320086648286726,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC984"
"1592",2004,"MSC","984",0.4,NA,25,0.320086648286726,0.320086648286726,1,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC984"
"15921",2005,"MSC","984",NA,NA,25,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC984"
"15922",2006,"MSC","984",NA,NA,25,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC984"
"1593",2007,"MSC","984",0.9,NA,49,0.570972823946435,0.570972823946435,1,3,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC984"
"15931",2008,"MSC","984",NA,NA,49,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC984"
"1594",2009,"MSC","984",1.1,NA,64,0.671327294210318,0.671327294210318,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC984"
"15941",2010,"MSC","984",NA,NA,64,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC984"
"1595",2011,"MSC","984",1.8,NA,132,1.02256794013391,1.02256794013391,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC984"
"15951",2012,"MSC","984",NA,NA,132,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC984"
"1596",2013,"MSC","984",NA,1.6,262,NA,1.6,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC984"
"1597",2014,"MSC","984",NA,1.9,299,NA,1.9,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC984"
"1598",2015,"MSC","984",NA,2.4,NA,NA,2.4,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"MSC984"
"1599",2016,"MSC","984",NA,2.7,NA,NA,2.7,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"MSC984"
"1601",2002,"MSC","985",0.5,NA,40,0.370263883418668,0.370263883418668,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC985"
"1602",2003,"MSC","985",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC985"
"1603",2002,"MSC","986",0.3,NA,17,0.269909413154784,0.269909413154784,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC986"
"1604",2003,"MSC","986",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC986"
"1609",2002,"MSC","989",0.3,NA,18,0.269909413154784,0.269909413154784,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC989"
"1610",2003,"MSC","989",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC989"
"16111",2002,"MSC","990",0.3,NA,18,0.269909413154784,0.269909413154784,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC990"
"16121",2003,"MSC","990",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC990"
"1613",2002,"MSC","991",0.3,NA,22,0.269909413154784,0.269909413154784,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC991"
"1614",2003,"MSC","991",0.4,NA,26,0.320086648286726,0.320086648286726,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC991"
"1615",2004,"MSC","991",0.4,NA,27,0.320086648286726,0.320086648286726,1,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC991"
"16151",2005,"MSC","991",NA,NA,27,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC991"
"16152",2006,"MSC","991",NA,NA,27,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC991"
"1616",2007,"MSC","991",NA,NA,NA,NA,NA,0,3,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC991"
"1617",2002,"MSC","992",0.4,NA,20,0.320086648286726,0.320086648286726,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC992"
"1618",2003,"MSC","992",0.5,NA,20,0.370263883418668,0.370263883418668,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC992"
"1619",2004,"MSC","992",NA,NA,NA,NA,NA,0,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC992"
"1620",2002,"MSC","993",0.6,NA,22,0.42044111855061,0.42044111855061,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC993"
"1621",2003,"MSC","993",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC993"
"1622",2002,"MSC","994",0.4,NA,20,0.320086648286726,0.320086648286726,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC994"
"1623",2003,"MSC","994",0.4,NA,23,0.320086648286726,0.320086648286726,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC994"
"1624",2004,"MSC","994",NA,NA,NA,NA,NA,0,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC994"
"1625",2002,"MSC","995",0.4,NA,25,0.320086648286726,0.320086648286726,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC995"
"1626",2003,"MSC","995",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC995"
"1627",2002,"MSC","996",0.2,NA,10,0.219732178022843,0.219732178022843,1,0,1,1,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC996"
"1628",2003,"MSC","996",0.3,NA,16,0.269909413154784,0.269909413154784,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC996"
"1629",2004,"MSC","996",0.4,NA,19,0.320086648286726,0.320086648286726,1,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC996"
"16291",2005,"MSC","996",NA,NA,19,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC996"
"16292",2006,"MSC","996",NA,NA,19,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC996"
"1630",2007,"MSC","996",NA,NA,NA,NA,NA,0,3,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC996"
"1631",2002,"MSC","997",NA,35.4,NA,NA,35.4,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC997"
"1632",2003,"MSC","997",NA,35.5,3200,NA,35.5,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC997"
"1633",2004,"MSC","997",NA,35,1696,NA,35,1,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC997"
"16331",2005,"MSC","997",NA,NA,1696,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC997"
"16332",2006,"MSC","997",NA,NA,1696,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC997"
"1634",2007,"MSC","997",NA,35.6,NA,NA,35.6,1,3,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC997"
"16341",2008,"MSC","997",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC997"
"1635",2009,"MSC","997",NA,35.3,NA,NA,35.3,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC997"
"16351",2010,"MSC","997",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC997"
"1636",2011,"MSC","997",NA,35.8,NA,NA,35.8,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC997"
"16361",2012,"MSC","997",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC997"
"1637",2013,"MSC","997",NA,35.7,NA,NA,35.7,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC997"
"1638",2014,"MSC","997",NA,35.3,NA,NA,35.3,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC997"
"1639",2015,"MSC","997",NA,35.5,NA,NA,35.5,0,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"MSC997"
"1641",2002,"MSC","998",0.2,NA,16,0.219732178022843,0.219732178022843,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC998"
"1642",2003,"MSC","998",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC998"
"1643",2002,"MSC","1000",0.5,NA,27,0.370263883418668,0.370263883418668,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1000"
"1644",2003,"MSC","1000",0.5,NA,30,0.370263883418668,0.370263883418668,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1000"
"1645",2004,"MSC","1000",NA,NA,NA,NA,NA,0,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC1000"
"1646",2002,"MSC","1001",0.2,NA,13,0.219732178022843,0.219732178022843,1,0,1,1,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1001"
"1647",2003,"MSC","1001",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1001"
"1648",2002,"MSC","1002",0.4,NA,24,0.320086648286726,0.320086648286726,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1002"
"1649",2003,"MSC","1002",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1002"
"1650",2002,"MSC","1003",2.19544984,NA,130,1.2209937361796,1.2209937361796,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1003"
"1651",2003,"MSC","1003",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1003"
"1655",2002,"MSC","1004",0.4,NA,21,0.320086648286726,0.320086648286726,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1004"
"1656",2003,"MSC","1004",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1004"
"1657",2002,"MSC","1005",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,1,1,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1005"
"1658",2003,"MSC","1005",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1005"
"1659",2002,"MSC","1006",0.5,NA,47,0.370263883418668,0.370263883418668,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1006"
"1660",2003,"MSC","1006",0.5,NA,62,0.370263883418668,0.370263883418668,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1006"
"16611",2004,"MSC","1006",0.7,NA,73,0.470618353682551,0.470618353682551,1,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC1006"
"16612",2005,"MSC","1006",NA,NA,73,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC1006"
"16613",2006,"MSC","1006",NA,NA,73,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC1006"
"1662",2007,"MSC","1006",1.1,NA,110,0.671327294210318,0.671327294210318,1,3,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC1006"
"16621",2008,"MSC","1006",NA,NA,110,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC1006"
"1663",2009,"MSC","1006",1.2,NA,117,0.72150452934226,0.72150452934226,0,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC1006"
"1665",2002,"MSC","1007",0.6,NA,33,0.42044111855061,0.42044111855061,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1007"
"1666",2003,"MSC","1007",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1007"
"1667",2002,"MSC","1008",0.4,NA,29,0.320086648286726,0.320086648286726,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1008"
"1668",2003,"MSC","1008",0.4,NA,31,0.320086648286726,0.320086648286726,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1008"
"1669",2004,"MSC","1008",NA,NA,NA,NA,NA,0,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC1008"
"1670",2002,"MSC","1009",0.3,NA,19,0.269909413154784,0.269909413154784,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1009"
"16711",2003,"MSC","1009",0.4,NA,19,0.320086648286726,0.320086648286726,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1009"
"1672",2004,"MSC","1009",0.5,NA,24,0.370263883418668,0.370263883418668,1,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC1009"
"16721",2005,"MSC","1009",NA,NA,24,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC1009"
"16722",2006,"MSC","1009",NA,NA,24,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC1009"
"1673",2007,"MSC","1009",1,NA,62,0.621150059078376,0.621150059078376,1,3,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC1009"
"16731",2008,"MSC","1009",NA,NA,62,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC1009"
"1674",2009,"MSC","1009",1.4,NA,93,0.821858999606143,0.821858999606143,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC1009"
"16741",2010,"MSC","1009",NA,NA,93,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC1009"
"1675",2011,"MSC","1009",2.2,1.3,175,1.22327688066168,1.3,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC1009"
"16751",2012,"MSC","1009",NA,NA,175,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC1009"
"1676",2013,"MSC","1009",NA,0.8,190,NA,0.8,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC1009"
"1677",2014,"MSC","1009",NA,1,180,NA,1,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC1009"
"16771",2015,"MSC","1009",NA,NA,180,NA,NA,NA,0,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"MSC1009"
"1678",2016,"MSC","1009",NA,1.9,121,NA,1.9,1,2,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"MSC1009"
"1679",2017,"MSC","1009",2.5,NA,137,1.3738085860575,1.3738085860575,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"MSC1009"
"1680",2002,"MSC","1010",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,1,1,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1010"
"16811",2003,"MSC","1010",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1010"
"1682",2002,"MSC","1011",0.3,NA,15,0.269909413154784,0.269909413154784,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"MSC1011"
"1683",2003,"MSC","1011",0.4,NA,20,0.320086648286726,0.320086648286726,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"MSC1011"
"1684",2004,"MSC","1011",0.5,NA,28,0.370263883418668,0.370263883418668,1,1,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"MSC1011"
"16841",2005,"MSC","1011",NA,NA,28,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC1011"
"16842",2006,"MSC","1011",NA,NA,28,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC1011"
"1685",2007,"MSC","1011",1,NA,63,0.621150059078376,0.621150059078376,1,3,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC1011"
"16851",2008,"MSC","1011",NA,NA,63,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC1011"
"1686",2009,"MSC","1011",1.3,NA,76,0.771681764474201,0.771681764474201,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC1011"
"16861",2010,"MSC","1011",NA,NA,76,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC1011"
"1687",2011,"MSC","1011",NA,NA,NA,NA,NA,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC1011"
"16871",2012,"MSC","1011",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC1011"
"1688",2013,"MSC","1011",NA,1.7,94,NA,1.7,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC1011"
"1689",2014,"MSC","1011",1.9,NA,97,1.07274517526585,1.07274517526585,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC1011"
