"","demoyr","Site","TagNo","DFN","dbh1","ht1","dbhfromDFN","DBH","surv","lags","yr","Temp.Oct.Apr.","Temp.May.Sept.","Precip.Aug.July","fog","cloud"
"2224",2011,"MSC","1129",NA,0.4,220,NA,0.4,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"22241",2012,"MSC","1129",NA,NA,220,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"2225",2013,"MSC","1129",NA,1.2,229,NA,1.2,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"2226",2014,"MSC","1129",NA,1.5,256,NA,1.5,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"2227",2015,"MSC","1129",NA,1.6,290,NA,1.6,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"2228",2016,"MSC","1129",NA,2.6,NA,NA,2.6,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"2229",2017,"MSC","1129",NA,2,NA,NA,2,1,1,2017,NA,NA,NA,11215.875,8533.928
"2230",2002,"MSC","1130",0.3,NA,23,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2231",2003,"MSC","1130",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2232",2002,"MSC","1131",0.3,NA,18,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2233",2003,"MSC","1131",0.3,NA,22,0.269909413154784,0.269909413154784,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2234",2004,"MSC","1131",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2235",2002,"MSC","1132",0.4,NA,30,0.320086648286726,0.320086648286726,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2236",2003,"MSC","1132",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2237",2002,"MSC","1133",NA,1.2,149,NA,1.2,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2238",2003,"MSC","1133",NA,1.5,152,NA,1.5,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2239",2004,"MSC","1133",NA,1.4,143,NA,1.4,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"22391",2005,"MSC","1133",NA,NA,143,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"22392",2006,"MSC","1133",NA,NA,143,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"2240",2007,"MSC","1133",NA,3.8,174,NA,3.8,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"22401",2008,"MSC","1133",NA,NA,174,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"2241",2009,"MSC","1133",NA,3.8,174,NA,3.8,0,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2242",2002,"MSC","1134",NA,2.6,290,NA,2.6,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2243",2003,"MSC","1134",NA,2.6,271,NA,2.6,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2244",2004,"MSC","1134",NA,2.7,279,NA,2.7,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"22441",2005,"MSC","1134",NA,NA,279,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"22442",2006,"MSC","1134",NA,NA,279,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"2245",2007,"MSC","1134",NA,2.6,NA,NA,2.6,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"22451",2008,"MSC","1134",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"2246",2009,"MSC","1134",NA,2.7,NA,NA,2.7,0,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2248",2002,"MSC","1135",0.6,NA,68,0.42044111855061,0.42044111855061,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2249",2003,"MSC","1135",0.6,NA,68,0.42044111855061,0.42044111855061,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2250",2004,"MSC","1135",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2251",2002,"MSC","1136",0.3,NA,20,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2252",2003,"MSC","1136",0.3,NA,22,0.269909413154784,0.269909413154784,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2253",2004,"MSC","1136",0.3,NA,26,0.269909413154784,0.269909413154784,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"22531",2005,"MSC","1136",NA,NA,26,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"22532",2006,"MSC","1136",NA,NA,26,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"2254",2007,"MSC","1136",0.2,NA,38,0.219732178022843,0.219732178022843,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"22541",2008,"MSC","1136",NA,NA,38,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"2255",2009,"MSC","1136",0.7,NA,41,0.470618353682551,0.470618353682551,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"22551",2010,"MSC","1136",NA,NA,41,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"2256",2011,"MSC","1136",1.1,NA,69,0.671327294210318,0.671327294210318,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"22561",2012,"MSC","1136",NA,NA,69,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"2257",2013,"MSC","1136",1.5,0.5,163,0.872036234738085,0.5,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"2258",2014,"MSC","1136",NA,1,178,NA,1,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"2259",2015,"MSC","1136",NA,1.1,198,NA,1.1,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"2260",2016,"MSC","1136",NA,1.5,232,NA,1.5,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"22611",2017,"MSC","1136",NA,1.9,301,NA,1.9,1,1,2017,NA,NA,NA,11215.875,8533.928
"2262",2002,"MSC","1137",0.1,NA,11,0.169554942890901,0.169554942890901,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2263",2003,"MSC","1137",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2264",2002,"MSC","1138",0.2,NA,17,0.219732178022843,0.219732178022843,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2265",2003,"MSC","1138",0.2,NA,25,0.219732178022843,0.219732178022843,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2266",2004,"MSC","1138",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2268",2002,"MSC","1139",0.3,NA,22,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2269",2003,"MSC","1139",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2270",2002,"MSC","1140",0.3,NA,23,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"22711",2003,"MSC","1140",0.3,NA,29,0.269909413154784,0.269909413154784,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2272",2004,"MSC","1140",0.4,NA,35,0.320086648286726,0.320086648286726,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"22721",2005,"MSC","1140",NA,NA,35,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"22722",2006,"MSC","1140",NA,NA,35,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"2273",2007,"MSC","1140",0.5,NA,58,0.370263883418668,0.370263883418668,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"22731",2008,"MSC","1140",NA,NA,58,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"2274",2009,"MSC","1140",0.5,NA,58,0.370263883418668,0.370263883418668,0,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2275",2002,"MSC","1141",0.4,NA,23,0.320086648286726,0.320086648286726,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2276",2003,"MSC","1141",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2277",2002,"MSC","1142",0.3,NA,30,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2278",2003,"MSC","1142",0.3,NA,35,0.269909413154784,0.269909413154784,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2279",2004,"MSC","1142",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2280",2002,"MSC","1143",0.9,NA,126,0.570972823946435,0.570972823946435,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"22811",2003,"MSC","1143",NA,1.5,145,NA,1.5,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2282",2004,"MSC","1143",1.7,1.7,170,0.972390705001968,1.7,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"22821",2005,"MSC","1143",NA,NA,170,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"22822",2006,"MSC","1143",NA,NA,170,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"2283",2007,"MSC","1143",NA,3.2,NA,NA,3.2,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"22831",2008,"MSC","1143",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"2284",2009,"MSC","1143",NA,4.2,NA,NA,4.2,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"22841",2010,"MSC","1143",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"2285",2011,"MSC","1143",NA,7.4,NA,NA,7.4,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"22851",2012,"MSC","1143",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"2286",2013,"MSC","1143",NA,9.9,NA,NA,9.9,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"2287",2014,"MSC","1143",NA,10.3,NA,NA,10.3,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"2288",2015,"MSC","1143",NA,10.8,NA,NA,10.8,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"2289",2016,"MSC","1143",NA,11.1,NA,NA,11.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"2290",2017,"MSC","1143",NA,12.9,NA,NA,12.9,1,1,2017,NA,NA,NA,11215.875,8533.928
"22911",2002,"MSC","1144",0.5,NA,39,0.370263883418668,0.370263883418668,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2292",2003,"MSC","1144",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2293",2002,"MSC","1145",1.2,NA,110,0.72150452934226,0.72150452934226,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2294",2003,"MSC","1145",1.5,NA,112,0.872036234738085,0.872036234738085,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2295",2004,"MSC","1145",1.5,NA,125,0.872036234738085,0.872036234738085,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"22951",2005,"MSC","1145",NA,NA,125,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"22952",2006,"MSC","1145",NA,NA,125,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"2296",2007,"MSC","1145",NA,1.6,175,NA,1.6,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"22961",2008,"MSC","1145",NA,NA,175,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"2297",2009,"MSC","1145",NA,2,236,NA,2,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"22971",2010,"MSC","1145",NA,NA,236,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"2298",2011,"MSC","1145",NA,3.9,NA,NA,3.9,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"22981",2012,"MSC","1145",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"2299",2013,"MSC","1145",NA,5,NA,NA,5,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"2300",2014,"MSC","1145",NA,5.2,NA,NA,5.2,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"23011",2015,"MSC","1145",NA,5.7,NA,NA,5.7,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"2302",2016,"MSC","1145",NA,6.1,NA,NA,6.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"2303",2017,"MSC","1145",NA,6.6,NA,NA,6.6,1,1,2017,NA,NA,NA,11215.875,8533.928
"2304",2002,"MSC","1146",0.2,NA,14,0.219732178022843,0.219732178022843,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2305",2003,"MSC","1146",0.2,NA,15,0.219732178022843,0.219732178022843,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2306",2004,"MSC","1146",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2307",2002,"MSC","1147",0.2,NA,13,0.219732178022843,0.219732178022843,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2308",2003,"MSC","1147",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2309",2002,"MSC","1148",0.4,NA,27,0.320086648286726,0.320086648286726,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2310",2003,"MSC","1148",0.5,NA,33,0.370263883418668,0.370263883418668,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"23111",2004,"MSC","1148",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2312",2002,"MSC","1149",0.5,NA,31,0.370263883418668,0.370263883418668,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2313",2003,"MSC","1149",0.5,NA,36,0.370263883418668,0.370263883418668,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2314",2004,"MSC","1149",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2315",2002,"MSC","1150",0.2,NA,10,0.219732178022843,0.219732178022843,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2316",2003,"MSC","1150",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2317",2002,"MSC","1151",0.3,NA,24,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2318",2003,"MSC","1151",0.4,NA,30,0.320086648286726,0.320086648286726,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2319",2004,"MSC","1151",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2320",2002,"MSC","1152",0.4,NA,32,0.320086648286726,0.320086648286726,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2321",2003,"MSC","1152",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2322",2002,"MSC","1153",0.5,NA,39,0.370263883418668,0.370263883418668,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2323",2003,"MSC","1153",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2326",2002,"MSC","1154",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2327",2003,"MSC","1154",0.2,NA,10,0.219732178022843,0.219732178022843,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2328",2004,"MSC","1154",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2329",2002,"MSC","1155",0.2,NA,14,0.219732178022843,0.219732178022843,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2330",2003,"MSC","1155",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2331",2002,"MSC","1156",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2332",2003,"MSC","1156",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2333",2002,"MSC","1157",0.6,NA,49,0.42044111855061,0.42044111855061,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2334",2003,"MSC","1157",0.7,NA,61,0.470618353682551,0.470618353682551,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2335",2004,"MSC","1157",0.9,NA,69,0.570972823946435,0.570972823946435,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"23351",2005,"MSC","1157",NA,NA,69,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"23352",2006,"MSC","1157",NA,NA,69,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"2336",2007,"MSC","1157",1.8,NA,126,1.02256794013391,1.02256794013391,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"23361",2008,"MSC","1157",NA,NA,126,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"2337",2009,"MSC","1157",NA,1.3,159,NA,1.3,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"23371",2010,"MSC","1157",NA,NA,159,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"2338",2011,"MSC","1157",NA,NA,NA,NA,NA,0,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2339",2002,"MSC","1158",0.2,NA,13,0.219732178022843,0.219732178022843,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2340",2003,"MSC","1158",0.3,NA,18,0.269909413154784,0.269909413154784,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"23411",2004,"MSC","1158",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"23421",2002,"MSC","1159",0.3,NA,26,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2343",2003,"MSC","1159",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2348",2002,"MSC","1161",0.2,NA,13,0.219732178022843,0.219732178022843,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2349",2003,"MSC","1161",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2352",2002,"MSC","1162",0.5,NA,30,0.370263883418668,0.370263883418668,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2353",2003,"MSC","1162",0.4,NA,38,0.320086648286726,0.320086648286726,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2354",2004,"MSC","1162",0.5,NA,51,0.370263883418668,0.370263883418668,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"23541",2005,"MSC","1162",NA,NA,51,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"23542",2006,"MSC","1162",NA,NA,51,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"2355",2007,"MSC","1162",0.6,NA,37,0.42044111855061,0.42044111855061,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"23551",2008,"MSC","1162",NA,NA,37,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"2356",2009,"MSC","1162",1.1,NA,117,0.671327294210318,0.671327294210318,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"23561",2010,"MSC","1162",NA,NA,117,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"2357",2011,"MSC","1162",NA,1.4,213,NA,1.4,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"23571",2012,"MSC","1162",NA,NA,213,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"2358",2013,"MSC","1162",NA,2.5,NA,NA,2.5,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"2359",2014,"MSC","1162",NA,2.7,NA,NA,2.7,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"2360",2015,"MSC","1162",NA,2.9,NA,NA,2.9,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"23611",2016,"MSC","1162",NA,2.9,NA,NA,2.9,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"2362",2017,"MSC","1162",NA,2.9,NA,NA,2.9,1,1,2017,NA,NA,NA,11215.875,8533.928
"2363",2002,"MSC","1163",0.2,NA,16,0.219732178022843,0.219732178022843,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2364",2003,"MSC","1163",0.3,NA,22,0.269909413154784,0.269909413154784,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2365",2004,"MSC","1163",0.4,NA,31,0.320086648286726,0.320086648286726,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"23651",2005,"MSC","1163",NA,NA,31,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"23652",2006,"MSC","1163",NA,NA,31,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"2366",2007,"MSC","1163",0.8,NA,74,0.520795588814493,0.520795588814493,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"23661",2008,"MSC","1163",NA,NA,74,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"2367",2009,"MSC","1163",1,NA,100,0.621150059078376,0.621150059078376,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"23671",2010,"MSC","1163",NA,NA,100,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"2368",2011,"MSC","1163",NA,0.8,181,NA,0.8,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"23681",2012,"MSC","1163",NA,NA,181,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"2369",2013,"MSC","1163",NA,1.1,217,NA,1.1,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"2370",2014,"MSC","1163",NA,NA,NA,NA,NA,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"23711",2002,"MSC","1164",0.4,NA,22,0.320086648286726,0.320086648286726,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2372",2003,"MSC","1164",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2373",2002,"MSC","1165",NA,42.5,NA,NA,42.5,0,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2374",2002,"MSC","1166",0.2,NA,13,0.219732178022843,0.219732178022843,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2375",2003,"MSC","1166",0.2,NA,13,0.219732178022843,0.219732178022843,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2376",2004,"MSC","1166",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2377",2002,"MSC","1167",0.3,NA,14,0.269909413154784,0.269909413154784,0,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2378",2002,"MSC","1168",0.2,NA,14,0.219732178022843,0.219732178022843,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2379",2003,"MSC","1168",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2380",2002,"MSC","1169",0.3,NA,14,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"23811",2003,"MSC","1169",0.3,NA,19,0.269909413154784,0.269909413154784,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2382",2004,"MSC","1169",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2383",2002,"MSC","1170",0.5,NA,45,0.370263883418668,0.370263883418668,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2384",2003,"MSC","1170",0.5,NA,58,0.370263883418668,0.370263883418668,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2385",2004,"MSC","1170",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2386",2002,"MSC","1171",0.5,NA,44,0.370263883418668,0.370263883418668,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2387",2003,"MSC","1171",0.3,NA,51,0.269909413154784,0.269909413154784,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2388",2004,"MSC","1171",0.6,NA,65,0.42044111855061,0.42044111855061,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"23881",2005,"MSC","1171",NA,NA,65,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"23882",2006,"MSC","1171",NA,NA,65,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"2389",2007,"MSC","1171",0.5,NA,65,0.370263883418668,0.370263883418668,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"23891",2008,"MSC","1171",NA,NA,65,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"2390",2009,"MSC","1171",0.9,NA,70,0.570972823946435,0.570972823946435,0,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2392",2002,"MSC","1172",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2393",2003,"MSC","1172",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2394",2002,"MSC","1173",0.5,NA,46,0.370263883418668,0.370263883418668,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2395",2003,"MSC","1173",0.5,NA,53,0.370263883418668,0.370263883418668,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2396",2004,"MSC","1173",NA,NA,NA,NA,NA,0,1,2004,12.929,14.16,772.77,9001.189,6400.959
"2397",2002,"MSC","1174",0.5,NA,45,0.370263883418668,0.370263883418668,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2398",2003,"MSC","1174",0.4,NA,50,0.320086648286726,0.320086648286726,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2399",2004,"MSC","1174",0.5,NA,57,0.370263883418668,0.370263883418668,1,1,2004,12.929,14.16,772.77,9001.189,6400.959
"23991",2005,"MSC","1174",NA,NA,57,NA,NA,NA,0,2005,13.057,14.78,482.06,10577.29,8228.298
"23992",2006,"MSC","1174",NA,NA,57,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"2400",2007,"MSC","1174",1,NA,85,0.621150059078376,0.621150059078376,1,3,2007,12.729,14.86,353.13,10910.287,9311.544
"24001",2008,"MSC","1174",NA,NA,85,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"2401",2009,"MSC","1174",1,NA,112,0.621150059078376,0.621150059078376,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"24011",2010,"MSC","1174",NA,NA,112,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"2402",2011,"MSC","1174",1.2,NA,114,0.72150452934226,0.72150452934226,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"24021",2012,"MSC","1174",NA,NA,114,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"2403",2013,"MSC","1174",NA,NA,NA,NA,NA,0,2,2013,14.357,16.06,192.27,12276.104,7806.735
"2404",2002,"MSC","1175",0.3,NA,36,0.269909413154784,0.269909413154784,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2405",2003,"MSC","1175",0.4,NA,46,0.320086648286726,0.320086648286726,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
